"school_name";"title";"id";"tage";"zeit";"ort";"kursleiter";"zeitraum";"preise";"status"
"BEUTH";"Selbstverteidigung";"157";"Fr";"20:30-21:30";"Beuth Hochschule für Technik, Raum 401, Haus Beuth";"23.10.-29.01.";"['15', '25', '35']";"buchen"
"BEUTH";"Selbstverteidigung für Frauen";"158";"Mi";"17:30-18:30";"Beuth Hochschule für Technik, Raum 401, Haus Beuth";"21.10.-27.01.";"['15', '25', '35']";"buchen"
"BEUTH";"Selbstverteidigung für Frauen";"409";"Sa";"10:00-14:00";"Beuth Hochschule für Technik, Raum 401, Haus Beuth";"31.10.+07.11.";"['25', '35', '45']";"keine Buchung"
"BEUTH";"Slow Body Shape";"182";"Mi";"19:30-20:30";"Beuth Hochschule für Technik, Raum 402, Haus Beuth";"18.11.-16.03.";"['20', '30', '40']";"keine Buchung"
"BEUTH";"SportBoot Binnen";"159";"Mo";"18:30-21:00";"Beuth Hochschule für Technik, Raum 310, Haus Beuth";"19.10.-21.12.";"['25', '35', '45']";"abgelaufen"
"BEUTH";"Sportküstenschifferschein (SKS)";"160";"Di";"18:00-21:00";"Beuth Hochschule für Technik, Raum A109, Haus Beuth";"20.10.-19.01.";"['35', '50', '65']";"buchen"
"BEUTH";"Stimmarbeit -";"161";"Do";"17:00-18:30";"Beuth Hochschule für Technik, Raum 402, Haus Beuth";"22.10.-28.01.";"['35', '45', '60']";"ausgebucht"
"BEUTH";"Stretch and Relax";"183";"Mi";"20:30-21:30";"Beuth Hochschule für Technik, Raum 402, Haus Beuth";"18.11.-16.03.";"['20', '30', '40']";"keine Buchung"
"BEUTH";"Stretch and Relax";"330";"Do";"20:00-21:30";"Beuth Hochschule für Technik, Raum 402, Haus Beuth";"11.02.-31.03.";"['12', '17', '22']";"buchen"
"BEUTH";"Suchtmittelprobleme am Arbeitsplatz -";"801";"Di";"09:00-16:00";"Beuth Hochschule für Technik, Raum 318, Haus Beuth";"16.02.";"['entgeltfrei']";"buchen"
"BEUTH";"Taebaek-Soo-Do";"162";"Di";"20:00-21:30";"Beuth Hochschule für Technik, Raum 408, Haus Beuth";"20.10.-28.01.";"['15', '25', '35']";"buchen"
"BEUTH";"Taekwon-Do";"163";"Mi";"20:00-21:30";"Beuth Hochschule für Technik, Raum 401, Haus Beuth";"21.10.-27.01.";"['15', '25', '35']";"buchen"
"BEUTH";"Taekwon-Do für Studierende";"222";"Do";"20:00-21:30";"Robert Blum Schule unten";"05.11.-11.02.";"['25', '--', '--']";"buchen"
"BEUTH";"Tai-Chi-Chuan (Yang-Stil)";"164";"Mo";"17:00-18:30";"Aikido für alle, dojo";"26.10.-25.01.";"['25', '35', '45']";"keine Buchung"
"BEUTH";"Tango-Argentino";"165";"Do";"20:00-21:30";"Beuth Hochschule für Technik, Raum 402, Haus Beuth";"22.10.-28.01.";"['27', '37', '47']";"keine Buchung"
"BEUTH";"Tauchen";"217";"tägl.";"nach Vereinbarung";"Tauchsportcenter DIVE´N";"01.10.-31.03.";"['165', '185', '260']";"buchen"
"BEUTH";"Tauchen (Padi)";"218";"tägl.";"nach Vereinbarung";"Carpe Diem Divers";"01.10.-31.03.";"['165', '185', '260']";"buchen"
"BEUTH";"Tennis-Vierer-Gruppentraining";"166";"Di";"15:00-16:00";"Tennisverein TC-Longline Wedding";"13.10.-16.12.";"['100', '105', '110']";"keine Buchung"
"BEUTH";"Tennis-Vierer-Gruppentraining";"167";"Di";"15:00-16:00";"Tennisverein TC-Longline Wedding";"05.01.-08.03.";"['105', '110', '125']";"buchen"
"BEUTH";"Tennis-Vierer-Gruppentraining";"168";"Di";"16:00-17:00";"Tennisverein TC-Longline Wedding";"13.10.-16.12.";"['100', '105', '110']";"keine Buchung"
"BEUTH";"Tennis-Vierer-Gruppentraining";"169";"Di";"16:00-17:00";"Tennisverein TC-Longline Wedding";"05.01.-08.03.";"['105', '110', '125']";"buchen"
"BEUTH";"Tennis-Vierer-Gruppentraining";"170";"Di";"17:00-18:00";"Tennisverein TC-Longline Wedding";"05.01.-08.03.";"['105', '110', '125']";"buchen"
"BEUTH";"Tennis-Vierer-Gruppentraining";"171";"Di";"17:00-18:00";"Tennisverein TC-Longline Wedding";"13.10.-16.12.";"['100', '105', '110']";"keine Buchung"
"BEUTH";"Tischtennis";"172";"Mo";"17:00-18:30";"Beuth Hochschule für Technik, Raum 408, Haus Beuth";"19.10.-25.01.";"['12', '17', '22']";"ausgebucht"
"BEUTH";"Tischtennis";"180";"Fr";"13:30-15:00";"Beuth Hochschule für Technik, Raum 408, Haus Beuth";"30.10.-05.02.";"['12', '17', '22']";"keine Buchung"
"BEUTH";"Tischtennis";"181";"Fr";"15:00-16:30";"Beuth Hochschule für Technik, Raum 408, Haus Beuth";"30.10.-05.02.";"['12', '17', '22']";"buchen"
"BEUTH";"Umgang mit Aggression und Gewalt für HL";"800";"Mi";"09:00-16:00";"Beuth Hochschule für Technik, Raum 318, Haus Beuth";"18.11.";"['entgeltfrei']";"abgelaufen"
"BEUTH";"Umgang mit psychisch belasteten Mitarbeitenden";"810";"Do";"09:00-16:30";"Beuth Hochschule für Technik, Raum 318, Haus Beuth";"10.09.";"['entgeltfrei']";"abgelaufen"
"BEUTH";"Vinyasa Power Yoga";"173";"Mi";"16:00-17:00";"Beuth Hochschule für Technik, Raum 401, Haus Beuth";"21.10.-27.01.";"['25', '35', '45']";"ausgebucht"
"BEUTH";"Volleyball (inkl. Ferien)";"174";"Mi";"20:30-21:30";"Schule am Zillepark";"04.11.-16.03.";"['20', '--', '--']";"ausgebucht"
"BEUTH";"Volleyball für Studierende Freies Spiel";"219";"Mo";"20:00-21:30";"Neumark Schule unten";"02.11.-08.02.";"['25', '--', '--']";"ausgebucht"
"BEUTH";"Volleyball für Studierende Freies Spiel";"220";"Mo";"20:00-21:30";"Neumark Schule oben";"02.11.-08.02.";"['25', '--', '--']";"ausgebucht"
"BEUTH";"Volleyball für Studierende Freies Spiel";"221";"Mi";"20:00-21:30";"Friedrich-List-Schule";"04.11.-10.02.";"['25', '--', '--']";"ausgebucht"
"BEUTH";"Wirbelsaeulengymnastik";"175";"Mo";"15:30-17:00";"Beuth Hochschule für Technik, Raum 401, Haus Beuth";"19.10.-01.02.";"['25', '35', '45']";"buchen"
"BEUTH";"Zumba";"176";"Di";"19:00-20:00";"Beuth Hochschule für Technik, Raum 408, Haus Beuth";"20.10.-26.01.";"['25', '35', '45']";"buchen"
"BEUTH";"Zumba";"184";"Mo";"17:15-18:15";"Beuth Hochschule für Technik, Raum 401, Haus Beuth";"23.11.-21.03.";"['33', '43', '53']";"buchen"
"UNI POTSDAM";"Achtsamkeitstraining - Workshop";"0010";"Sa";"12:00-17:00";"Lennehof";"16.01.";"['20', '30', '30', '40']";"Warteliste"
"UNI POTSDAM";"Aerobic";"0020";"Di";"19:30-20:30";"FH, Pappelallee (Theaterwerkstatt)";"19.10.-07.02.";"['8', '13', '13', '18']";"buchen"
